stationName, dataTime, khaiGrade
수창동,2019-03-05 16:00,4
지산동,2019-03-05 16:00,4
서호동,2019-03-05 16:00,4
이현동,2019-03-05 16:00,4
평리동,2019-03-05 16:00,4
대명동,2019-03-05 16:00,4
노원동,2019-03-05 16:00,4
신암동,2019-03-05 16:00,4
태전동,2019-03-05 16:00,
만촌동,2019-03-05 16:00,4
